SessionID,DateKey,OperatingRoomID,DepartmentID,SessionType,PlannedStartDateTime,PlannedEndDateTime,PlannedMinutes,AvailableMinutes,IsEmergencySession
SES008009,20240614,OR11,D06,Full Day,2024-06-14 08:00:00,2024-06-14 17:00:00,540,510,0
SES008010,20240614,OR12,D02,Afternoon,2024-06-14 13:00:00,2024-06-14 17:00:00,240,225,0
SES008011,20240615,OR09,D08,Emergency,2024-06-15 08:00:00,2024-06-15 17:00:00,540,510,1
SES008012,20240616,OR09,D02,Emergency,2024-06-16 08:00:00,2024-06-16 17:00:00,540,510,1
SES008013,20240617,OR01,D03,Afternoon,2024-06-17 13:00:00,2024-06-17 17:00:00,240,225,0
SES008014,20240617,OR02,D02,Afternoon,2024-06-17 13:00:00,2024-06-17 17:00:00,240,225,0
SES008015,20240617,OR03,D02,Afternoon,2024-06-17 13:00:00,2024-06-17 17:00:00,240,225,0
SES008016,20240617,OR04,D03,Full Day,2024-06-17 08:00:00,2024-06-17 17:00:00,540,510,0
SES008017,20240617,OR05,D06,Full Day,2024-06-17 08:00:00,2024-06-17 17:00:00,540,510,0
SES008018,20240617,OR06,D09,Full Day,2024-06-17 08:00:00,2024-06-17 17:00:00,540,510,0
SES008019,20240617,OR07,D01,Afternoon,2024-06-17 13:00:00,2024-06-17 17:00:00,240,225,0
SES008020,20240617,OR08,D03,Full Day,2024-06-17 08:00:00,2024-06-17 17:00:00,540,510,0
SES008021,20240617,OR09,D01,Emergency,2024-06-17 08:00:00,2024-06-17 17:00:00,540,510,1
SES008022,20240617,OR10,D05,Full Day,2024-06-17 08:00:00,2024-06-17 17:00:00,540,510,0
SES008023,20240617,OR11,D10,Afternoon,2024-06-17 13:00:00,2024-06-17 17:00:00,240,225,0
SES008024,20240617,OR12,D01,Full Day,2024-06-17 08:00:00,2024-06-17 17:00:00,540,510,0
SES008025,20240618,OR01,D04,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008026,20240618,OR02,D08,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008027,20240618,OR03,D02,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008028,20240618,OR04,D01,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008029,20240618,OR05,D04,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008030,20240618,OR06,D10,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008031,20240618,OR07,D04,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008032,20240618,OR08,D01,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008033,20240618,OR09,D06,Emergency,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,1
SES008034,20240618,OR10,D05,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008035,20240618,OR11,D01,Full Day,2024-06-18 08:00:00,2024-06-18 17:00:00,540,510,0
SES008036,20240618,OR12,D02,Morning,2024-06-18 08:00:00,2024-06-18 12:30:00,270,250,0
SES008037,20240619,OR01,D03,Full Day,2024-06-19 08:00:00,2024-06-19 17:00:00,540,510,0
SES008038,20240619,OR02,D03,Full Day,2024-06-19 08:00:00,2024-06-19 17:00:00,540,510,0
SES008039,20240619,OR03,D01,Full Day,2024-06-19 08:00:00,2024-06-19 17:00:00,540,510,0
SES008040,20240619,OR04,D03,Full Day,2024-06-19 08:00:00,2024-06-19 17:00:00,540,510,0
SES008041,20240619,OR05,D08,Morning,2024-06-19 08:00:00,2024-06-19 12:30:00,270,250,0
SES008042,20240619,OR06,D08,Full Day,2024-06-19 08:00:00,2024-06-19 17:00:00,540,510,0
SES008043,20240619,OR07,D02,Full Day,2024-06-19 08:00:00,2024-06-19 17:00:00,540,510,0
SES008044,20240619,OR08,D08,Full Day,2024-06-19 08:00:00,2024-06-19 17:00:00,540,510,0
SES008045,20240619,OR09,D01,Emergency,2024-06-19 08:00:00,2024-06-19 17:00:00,540,510,1
SES008046,20240619,OR10,D02,Afternoon,2024-06-19 13:00:00,2024-06-19 17:00:00,240,225,0
SES008047,20240619,OR11,D06,Morning,2024-06-19 08:00:00,2024-06-19 12:30:00,270,250,0
SES008048,20240619,OR12,D01,Full Day,2024-06-19 08:00:00,2024-06-19 17:00:00,540,510,0
SES008049,20240620,OR01,D07,Afternoon,2024-06-20 13:00:00,2024-06-20 17:00:00,240,225,0
SES008050,20240620,OR02,D03,Full Day,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,0
SES008051,20240620,OR03,D06,Full Day,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,0
SES008052,20240620,OR04,D01,Afternoon,2024-06-20 13:00:00,2024-06-20 17:00:00,240,225,0
SES008053,20240620,OR05,D04,Full Day,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,0
SES008054,20240620,OR06,D06,Full Day,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,0
SES008055,20240620,OR07,D04,Full Day,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,0
SES008056,20240620,OR08,D01,Full Day,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,0
SES008057,20240620,OR09,D09,Emergency,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,1
SES008058,20240620,OR10,D08,Full Day,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,0
SES008059,20240620,OR11,D02,Full Day,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,0
SES008060,20240620,OR12,D03,Full Day,2024-06-20 08:00:00,2024-06-20 17:00:00,540,510,0
SES008061,20240621,OR01,D08,Morning,2024-06-21 08:00:00,2024-06-21 12:30:00,270,250,0
SES008062,20240621,OR02,D01,Full Day,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,0
SES008063,20240621,OR03,D07,Full Day,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,0
SES008064,20240621,OR04,D07,Full Day,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,0
SES008065,20240621,OR05,D04,Full Day,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,0
SES008066,20240621,OR06,D02,Full Day,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,0
SES008067,20240621,OR07,D03,Full Day,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,0
SES008068,20240621,OR08,D07,Full Day,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,0
SES008069,20240621,OR09,D08,Emergency,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,1
SES008070,20240621,OR10,D03,Full Day,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,0
SES008071,20240621,OR11,D10,Full Day,2024-06-21 08:00:00,2024-06-21 17:00:00,540,510,0
SES008072,20240621,OR12,D03,Morning,2024-06-21 08:00:00,2024-06-21 12:30:00,270,250,0
SES008073,20240622,OR09,D08,Emergency,2024-06-22 08:00:00,2024-06-22 17:00:00,540,510,1
SES008074,20240623,OR09,D01,Emergency,2024-06-23 08:00:00,2024-06-23 17:00:00,540,510,1
SES008075,20240623,OR10,D09,Afternoon,2024-06-23 13:00:00,2024-06-23 17:00:00,240,225,0
SES008076,20240624,OR01,D08,Afternoon,2024-06-24 13:00:00,2024-06-24 17:00:00,240,225,0
SES008077,20240624,OR02,D03,Full Day,2024-06-24 08:00:00,2024-06-24 17:00:00,540,510,0
SES008078,20240624,OR03,D08,Full Day,2024-06-24 08:00:00,2024-06-24 17:00:00,540,510,0
SES008079,20240624,OR04,D01,Morning,2024-06-24 08:00:00,2024-06-24 12:30:00,270,250,0
SES008080,20240624,OR05,D03,Morning,2024-06-24 08:00:00,2024-06-24 12:30:00,270,250,0
SES008081,20240624,OR06,D06,Full Day,2024-06-24 08:00:00,2024-06-24 17:00:00,540,510,0
SES008082,20240624,OR07,D10,Full Day,2024-06-24 08:00:00,2024-06-24 17:00:00,540,510,0
SES008083,20240624,OR08,D09,Full Day,2024-06-24 08:00:00,2024-06-24 17:00:00,540,510,0
SES008084,20240624,OR09,D09,Emergency,2024-06-24 08:00:00,2024-06-24 17:00:00,540,510,1
SES008085,20240624,OR10,D07,Morning,2024-06-24 08:00:00,2024-06-24 12:30:00,270,250,0
SES008086,20240624,OR11,D01,Morning,2024-06-24 08:00:00,2024-06-24 12:30:00,270,250,0
SES008087,20240624,OR12,D03,Full Day,2024-06-24 08:00:00,2024-06-24 17:00:00,540,510,0
SES008088,20240625,OR01,D02,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008089,20240625,OR02,D05,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008090,20240625,OR03,D01,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008091,20240625,OR04,D08,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008092,20240625,OR05,D03,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008093,20240625,OR06,D10,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008094,20240625,OR07,D04,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008095,20240625,OR08,D10,Morning,2024-06-25 08:00:00,2024-06-25 12:30:00,270,250,0
SES008096,20240625,OR09,D02,Emergency,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,1
SES008097,20240625,OR10,D06,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008098,20240625,OR11,D10,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008099,20240625,OR12,D02,Full Day,2024-06-25 08:00:00,2024-06-25 17:00:00,540,510,0
SES008100,20240626,OR01,D03,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008101,20240626,OR02,D07,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008102,20240626,OR03,D03,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008103,20240626,OR04,D10,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008104,20240626,OR05,D08,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008105,20240626,OR06,D05,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008106,20240626,OR07,D06,Morning,2024-06-26 08:00:00,2024-06-26 12:30:00,270,250,0
SES008107,20240626,OR08,D01,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008108,20240626,OR09,D02,Emergency,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,1
SES008109,20240626,OR10,D08,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008110,20240626,OR11,D02,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008111,20240626,OR12,D03,Full Day,2024-06-26 08:00:00,2024-06-26 17:00:00,540,510,0
SES008112,20240627,OR01,D01,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008113,20240627,OR02,D02,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008114,20240627,OR03,D06,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008115,20240627,OR04,D01,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008116,20240627,OR05,D04,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008117,20240627,OR06,D01,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008118,20240627,OR07,D07,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008119,20240627,OR08,D04,Afternoon,2024-06-27 13:00:00,2024-06-27 17:00:00,240,225,0
SES008120,20240627,OR09,D03,Emergency,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,1
SES008121,20240627,OR10,D03,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008122,20240627,OR11,D04,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008123,20240627,OR12,D09,Full Day,2024-06-27 08:00:00,2024-06-27 17:00:00,540,510,0
SES008124,20240628,OR01,D03,Afternoon,2024-06-28 13:00:00,2024-06-28 17:00:00,240,225,0
SES008125,20240628,OR02,D04,Full Day,2024-06-28 08:00:00,2024-06-28 17:00:00,540,510,0
SES008126,20240628,OR03,D06,Full Day,2024-06-28 08:00:00,2024-06-28 17:00:00,540,510,0
SES008127,20240628,OR04,D09,Full Day,2024-06-28 08:00:00,2024-06-28 17:00:00,540,510,0
SES008128,20240628,OR05,D06,Full Day,2024-06-28 08:00:00,2024-06-28 17:00:00,540,510,0
SES008129,20240628,OR06,D05,Full Day,2024-06-28 08:00:00,2024-06-28 17:00:00,540,510,0
SES008130,20240628,OR07,D04,Full Day,2024-06-28 08:00:00,2024-06-28 17:00:00,540,510,0
SES008131,20240628,OR08,D04,Full Day,2024-06-28 08:00:00,2024-06-28 17:00:00,540,510,0
SES008132,20240628,OR09,D01,Emergency,2024-06-28 08:00:00,2024-06-28 17:00:00,540,510,1
SES008133,20240628,OR10,D02,Full Day,2024-06-28 08:00:00,2024-06-28 17:00:00,540,510,0
SES008134,20240628,OR11,D06,Morning,2024-06-28 08:00:00,2024-06-28 12:30:00,270,250,0
SES008135,20240628,OR12,D06,Afternoon,2024-06-28 13:00:00,2024-06-28 17:00:00,240,225,0
SES008136,20240629,OR09,D10,Emergency,2024-06-29 08:00:00,2024-06-29 17:00:00,540,510,1
SES008137,20240630,OR09,D03,Emergency,2024-06-30 08:00:00,2024-06-30 17:00:00,540,510,1
SES008138,20240701,OR01,D05,Full Day,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,0
SES008139,20240701,OR02,D06,Full Day,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,0
SES008140,20240701,OR03,D09,Full Day,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,0
SES008141,20240701,OR04,D06,Afternoon,2024-07-01 13:00:00,2024-07-01 17:00:00,240,225,0
SES008142,20240701,OR05,D06,Morning,2024-07-01 08:00:00,2024-07-01 12:30:00,270,250,0
SES008143,20240701,OR06,D06,Full Day,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,0
SES008144,20240701,OR07,D05,Full Day,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,0
SES008145,20240701,OR08,D02,Full Day,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,0
SES008146,20240701,OR09,D08,Emergency,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,1
SES008147,20240701,OR10,D02,Full Day,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,0
SES008148,20240701,OR11,D09,Full Day,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,0
SES008149,20240701,OR12,D05,Full Day,2024-07-01 08:00:00,2024-07-01 17:00:00,540,510,0
SES008150,20240702,OR01,D04,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008151,20240702,OR02,D06,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008152,20240702,OR03,D09,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008153,20240702,OR04,D08,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008154,20240702,OR05,D10,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008155,20240702,OR06,D02,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008156,20240702,OR07,D08,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008157,20240702,OR08,D06,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008158,20240702,OR09,D08,Emergency,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,1
SES008159,20240702,OR10,D04,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008160,20240702,OR11,D09,Morning,2024-07-02 08:00:00,2024-07-02 12:30:00,270,250,0
SES008161,20240702,OR12,D02,Full Day,2024-07-02 08:00:00,2024-07-02 17:00:00,540,510,0
SES008162,20240703,OR01,D01,Full Day,2024-07-03 08:00:00,2024-07-03 17:00:00,540,510,0
SES008163,20240703,OR02,D02,Full Day,2024-07-03 08:00:00,2024-07-03 17:00:00,540,510,0
SES008164,20240703,OR03,D04,Afternoon,2024-07-03 13:00:00,2024-07-03 17:00:00,240,225,0
SES008165,20240703,OR04,D04,Full Day,2024-07-03 08:00:00,2024-07-03 17:00:00,540,510,0
SES008166,20240703,OR05,D04,Full Day,2024-07-03 08:00:00,2024-07-03 17:00:00,540,510,0
SES008167,20240703,OR06,D03,Afternoon,2024-07-03 13:00:00,2024-07-03 17:00:00,240,225,0
SES008168,20240703,OR07,D05,Full Day,2024-07-03 08:00:00,2024-07-03 17:00:00,540,510,0
SES008169,20240703,OR08,D02,Afternoon,2024-07-03 13:00:00,2024-07-03 17:00:00,240,225,0
SES008170,20240703,OR09,D01,Emergency,2024-07-03 08:00:00,2024-07-03 17:00:00,540,510,1
SES008171,20240703,OR10,D07,Morning,2024-07-03 08:00:00,2024-07-03 12:30:00,270,250,0
SES008172,20240703,OR11,D07,Full Day,2024-07-03 08:00:00,2024-07-03 17:00:00,540,510,0
SES008173,20240703,OR12,D07,Full Day,2024-07-03 08:00:00,2024-07-03 17:00:00,540,510,0
SES008174,20240704,OR01,D05,Morning,2024-07-04 08:00:00,2024-07-04 12:30:00,270,250,0
SES008175,20240704,OR02,D09,Full Day,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,0
SES008176,20240704,OR03,D05,Full Day,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,0
SES008177,20240704,OR04,D10,Full Day,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,0
SES008178,20240704,OR05,D05,Morning,2024-07-04 08:00:00,2024-07-04 12:30:00,270,250,0
SES008179,20240704,OR06,D05,Full Day,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,0
SES008180,20240704,OR07,D02,Full Day,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,0
SES008181,20240704,OR08,D06,Full Day,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,0
SES008182,20240704,OR09,D04,Emergency,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,1
SES008183,20240704,OR10,D02,Full Day,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,0
SES008184,20240704,OR11,D03,Full Day,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,0
SES008185,20240704,OR12,D08,Full Day,2024-07-04 08:00:00,2024-07-04 17:00:00,540,510,0
SES008186,20240705,OR01,D10,Full Day,2024-07-05 08:00:00,2024-07-05 17:00:00,540,510,0
SES008187,20240705,OR02,D02,Full Day,2024-07-05 08:00:00,2024-07-05 17:00:00,540,510,0
SES008188,20240705,OR03,D02,Full Day,2024-07-05 08:00:00,2024-07-05 17:00:00,540,510,0
SES008189,20240705,OR04,D06,Afternoon,2024-07-05 13:00:00,2024-07-05 17:00:00,240,225,0
SES008190,20240705,OR05,D08,Morning,2024-07-05 08:00:00,2024-07-05 12:30:00,270,250,0
SES008191,20240705,OR06,D01,Full Day,2024-07-05 08:00:00,2024-07-05 17:00:00,540,510,0
SES008192,20240705,OR07,D08,Full Day,2024-07-05 08:00:00,2024-07-05 17:00:00,540,510,0
SES008193,20240705,OR08,D02,Full Day,2024-07-05 08:00:00,2024-07-05 17:00:00,540,510,0
SES008194,20240705,OR09,D08,Emergency,2024-07-05 08:00:00,2024-07-05 17:00:00,540,510,1
SES008195,20240705,OR10,D09,Afternoon,2024-07-05 13:00:00,2024-07-05 17:00:00,240,225,0
SES008196,20240705,OR11,D02,Full Day,2024-07-05 08:00:00,2024-07-05 17:00:00,540,510,0
SES008197,20240705,OR12,D07,Full Day,2024-07-05 08:00:00,2024-07-05 17:00:00,540,510,0
SES008198,20240706,OR09,D08,Emergency,2024-07-06 08:00:00,2024-07-06 17:00:00,540,510,1
SES008199,20240707,OR09,D01,Emergency,2024-07-07 08:00:00,2024-07-07 17:00:00,540,510,1
SES008200,20240707,OR10,D04,Full Day,2024-07-07 08:00:00,2024-07-07 17:00:00,540,510,0
SES008201,20240708,OR01,D06,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008202,20240708,OR02,D06,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008203,20240708,OR03,D01,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008204,20240708,OR04,D04,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008205,20240708,OR05,D05,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008206,20240708,OR06,D10,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008207,20240708,OR07,D01,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008208,20240708,OR08,D02,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008209,20240708,OR09,D02,Emergency,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,1
SES008210,20240708,OR10,D06,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008211,20240708,OR11,D04,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008212,20240708,OR12,D06,Full Day,2024-07-08 08:00:00,2024-07-08 17:00:00,540,510,0
SES008213,20240709,OR01,D05,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008214,20240709,OR02,D01,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008215,20240709,OR03,D03,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008216,20240709,OR04,D02,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008217,20240709,OR05,D06,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008218,20240709,OR06,D06,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008219,20240709,OR07,D10,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008220,20240709,OR08,D10,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008221,20240709,OR09,D02,Emergency,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,1
SES008222,20240709,OR10,D06,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008223,20240709,OR11,D05,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008224,20240709,OR12,D03,Full Day,2024-07-09 08:00:00,2024-07-09 17:00:00,540,510,0
SES008225,20240710,OR01,D06,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008226,20240710,OR02,D09,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008227,20240710,OR03,D07,Morning,2024-07-10 08:00:00,2024-07-10 12:30:00,270,250,0
SES008228,20240710,OR04,D07,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008229,20240710,OR05,D01,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008230,20240710,OR06,D07,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008231,20240710,OR07,D06,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008232,20240710,OR08,D03,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008233,20240710,OR09,D01,Emergency,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,1
SES008234,20240710,OR10,D10,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008235,20240710,OR11,D02,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008236,20240710,OR12,D08,Full Day,2024-07-10 08:00:00,2024-07-10 17:00:00,540,510,0
SES008237,20240711,OR01,D06,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008238,20240711,OR02,D10,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008239,20240711,OR03,D08,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008240,20240711,OR04,D07,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008241,20240711,OR05,D08,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008242,20240711,OR06,D06,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008243,20240711,OR07,D01,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008244,20240711,OR08,D04,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008245,20240711,OR09,D01,Emergency,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,1
SES008246,20240711,OR10,D10,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008247,20240711,OR11,D02,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008248,20240711,OR12,D03,Full Day,2024-07-11 08:00:00,2024-07-11 17:00:00,540,510,0
SES008249,20240712,OR01,D03,Full Day,2024-07-12 08:00:00,2024-07-12 17:00:00,540,510,0
SES008250,20240712,OR02,D10,Full Day,2024-07-12 08:00:00,2024-07-12 17:00:00,540,510,0
SES008251,20240712,OR03,D01,Full Day,2024-07-12 08:00:00,2024-07-12 17:00:00,540,510,0
SES008252,20240712,OR04,D09,Afternoon,2024-07-12 13:00:00,2024-07-12 17:00:00,240,225,0
SES008253,20240712,OR05,D01,Full Day,2024-07-12 08:00:00,2024-07-12 17:00:00,540,510,0
SES008254,20240712,OR06,D10,Afternoon,2024-07-12 13:00:00,2024-07-12 17:00:00,240,225,0
SES008255,20240712,OR07,D03,Full Day,2024-07-12 08:00:00,2024-07-12 17:00:00,540,510,0
SES008256,20240712,OR08,D02,Full Day,2024-07-12 08:00:00,2024-07-12 17:00:00,540,510,0
SES008257,20240712,OR09,D05,Emergency,2024-07-12 08:00:00,2024-07-12 17:00:00,540,510,1
SES008258,20240712,OR10,D05,Full Day,2024-07-12 08:00:00,2024-07-12 17:00:00,540,510,0
SES008259,20240712,OR11,D06,Full Day,2024-07-12 08:00:00,2024-07-12 17:00:00,540,510,0
SES008260,20240712,OR12,D04,Afternoon,2024-07-12 13:00:00,2024-07-12 17:00:00,240,225,0
SES008261,20240713,OR09,D01,Emergency,2024-07-13 08:00:00,2024-07-13 17:00:00,540,510,1
SES008262,20240714,OR09,D01,Emergency,2024-07-14 08:00:00,2024-07-14 17:00:00,540,510,1
SES008263,20240714,OR10,D06,Full Day,2024-07-14 08:00:00,2024-07-14 17:00:00,540,510,0
SES008264,20240715,OR01,D03,Afternoon,2024-07-15 13:00:00,2024-07-15 17:00:00,240,225,0
SES008265,20240715,OR02,D09,Full Day,2024-07-15 08:00:00,2024-07-15 17:00:00,540,510,0
SES008266,20240715,OR03,D06,Morning,2024-07-15 08:00:00,2024-07-15 12:30:00,270,250,0
SES008267,20240715,OR04,D02,Full Day,2024-07-15 08:00:00,2024-07-15 17:00:00,540,510,0
SES008268,20240715,OR05,D02,Full Day,2024-07-15 08:00:00,2024-07-15 17:00:00,540,510,0
SES008269,20240715,OR06,D01,Full Day,2024-07-15 08:00:00,2024-07-15 17:00:00,540,510,0
SES008270,20240715,OR07,D09,Full Day,2024-07-15 08:00:00,2024-07-15 17:00:00,540,510,0
