DateKey,Date,Year,Quarter,MonthNumber,MonthName,YearMonth,WeekNumber,WeekdayNumber,WeekdayName,IsWeekend,FinancialYear
20240718,2024-07-18,2024,Q3,7,July,2024-Jul,29,4,Thursday,0,FY2025
20240719,2024-07-19,2024,Q3,7,July,2024-Jul,29,5,Friday,0,FY2025
20240720,2024-07-20,2024,Q3,7,July,2024-Jul,29,6,Saturday,1,FY2025
20240721,2024-07-21,2024,Q3,7,July,2024-Jul,29,7,Sunday,1,FY2025
20240722,2024-07-22,2024,Q3,7,July,2024-Jul,30,1,Monday,0,FY2025
20240723,2024-07-23,2024,Q3,7,July,2024-Jul,30,2,Tuesday,0,FY2025
20240724,2024-07-24,2024,Q3,7,July,2024-Jul,30,3,Wednesday,0,FY2025
20240725,2024-07-25,2024,Q3,7,July,2024-Jul,30,4,Thursday,0,FY2025
20240726,2024-07-26,2024,Q3,7,July,2024-Jul,30,5,Friday,0,FY2025
20240727,2024-07-27,2024,Q3,7,July,2024-Jul,30,6,Saturday,1,FY2025
20240728,2024-07-28,2024,Q3,7,July,2024-Jul,30,7,Sunday,1,FY2025
20240729,2024-07-29,2024,Q3,7,July,2024-Jul,31,1,Monday,0,FY2025
20240730,2024-07-30,2024,Q3,7,July,2024-Jul,31,2,Tuesday,0,FY2025
20240731,2024-07-31,2024,Q3,7,July,2024-Jul,31,3,Wednesday,0,FY2025
20240801,2024-08-01,2024,Q3,8,August,2024-Aug,31,4,Thursday,0,FY2025
20240802,2024-08-02,2024,Q3,8,August,2024-Aug,31,5,Friday,0,FY2025
20240803,2024-08-03,2024,Q3,8,August,2024-Aug,31,6,Saturday,1,FY2025
20240804,2024-08-04,2024,Q3,8,August,2024-Aug,31,7,Sunday,1,FY2025
20240805,2024-08-05,2024,Q3,8,August,2024-Aug,32,1,Monday,0,FY2025
20240806,2024-08-06,2024,Q3,8,August,2024-Aug,32,2,Tuesday,0,FY2025
20240807,2024-08-07,2024,Q3,8,August,2024-Aug,32,3,Wednesday,0,FY2025
20240808,2024-08-08,2024,Q3,8,August,2024-Aug,32,4,Thursday,0,FY2025
20240809,2024-08-09,2024,Q3,8,August,2024-Aug,32,5,Friday,0,FY2025
20240810,2024-08-10,2024,Q3,8,August,2024-Aug,32,6,Saturday,1,FY2025
20240811,2024-08-11,2024,Q3,8,August,2024-Aug,32,7,Sunday,1,FY2025
20240812,2024-08-12,2024,Q3,8,August,2024-Aug,33,1,Monday,0,FY2025
20240813,2024-08-13,2024,Q3,8,August,2024-Aug,33,2,Tuesday,0,FY2025
20240814,2024-08-14,2024,Q3,8,August,2024-Aug,33,3,Wednesday,0,FY2025
20240815,2024-08-15,2024,Q3,8,August,2024-Aug,33,4,Thursday,0,FY2025
20240816,2024-08-16,2024,Q3,8,August,2024-Aug,33,5,Friday,0,FY2025
20240817,2024-08-17,2024,Q3,8,August,2024-Aug,33,6,Saturday,1,FY2025
20240818,2024-08-18,2024,Q3,8,August,2024-Aug,33,7,Sunday,1,FY2025
20240819,2024-08-19,2024,Q3,8,August,2024-Aug,34,1,Monday,0,FY2025
20240820,2024-08-20,2024,Q3,8,August,2024-Aug,34,2,Tuesday,0,FY2025
20240821,2024-08-21,2024,Q3,8,August,2024-Aug,34,3,Wednesday,0,FY2025
20240822,2024-08-22,2024,Q3,8,August,2024-Aug,34,4,Thursday,0,FY2025
20240823,2024-08-23,2024,Q3,8,August,2024-Aug,34,5,Friday,0,FY2025
20240824,2024-08-24,2024,Q3,8,August,2024-Aug,34,6,Saturday,1,FY2025
20240825,2024-08-25,2024,Q3,8,August,2024-Aug,34,7,Sunday,1,FY2025
20240826,2024-08-26,2024,Q3,8,August,2024-Aug,35,1,Monday,0,FY2025
20240827,2024-08-27,2024,Q3,8,August,2024-Aug,35,2,Tuesday,0,FY2025
20240828,2024-08-28,2024,Q3,8,August,2024-Aug,35,3,Wednesday,0,FY2025
20240829,2024-08-29,2024,Q3,8,August,2024-Aug,35,4,Thursday,0,FY2025
20240830,2024-08-30,2024,Q3,8,August,2024-Aug,35,5,Friday,0,FY2025
20240831,2024-08-31,2024,Q3,8,August,2024-Aug,35,6,Saturday,1,FY2025
20240901,2024-09-01,2024,Q3,9,September,2024-Sep,35,7,Sunday,1,FY2025
20240902,2024-09-02,2024,Q3,9,September,2024-Sep,36,1,Monday,0,FY2025
20240903,2024-09-03,2024,Q3,9,September,2024-Sep,36,2,Tuesday,0,FY2025
20240904,2024-09-04,2024,Q3,9,September,2024-Sep,36,3,Wednesday,0,FY2025
20240905,2024-09-05,2024,Q3,9,September,2024-Sep,36,4,Thursday,0,FY2025
20240906,2024-09-06,2024,Q3,9,September,2024-Sep,36,5,Friday,0,FY2025
20240907,2024-09-07,2024,Q3,9,September,2024-Sep,36,6,Saturday,1,FY2025
20240908,2024-09-08,2024,Q3,9,September,2024-Sep,36,7,Sunday,1,FY2025
20240909,2024-09-09,2024,Q3,9,September,2024-Sep,37,1,Monday,0,FY2025
20240910,2024-09-10,2024,Q3,9,September,2024-Sep,37,2,Tuesday,0,FY2025
20240911,2024-09-11,2024,Q3,9,September,2024-Sep,37,3,Wednesday,0,FY2025
20240912,2024-09-12,2024,Q3,9,September,2024-Sep,37,4,Thursday,0,FY2025
20240913,2024-09-13,2024,Q3,9,September,2024-Sep,37,5,Friday,0,FY2025
20240914,2024-09-14,2024,Q3,9,September,2024-Sep,37,6,Saturday,1,FY2025
20240915,2024-09-15,2024,Q3,9,September,2024-Sep,37,7,Sunday,1,FY2025
20240916,2024-09-16,2024,Q3,9,September,2024-Sep,38,1,Monday,0,FY2025
20240917,2024-09-17,2024,Q3,9,September,2024-Sep,38,2,Tuesday,0,FY2025
20240918,2024-09-18,2024,Q3,9,September,2024-Sep,38,3,Wednesday,0,FY2025
20240919,2024-09-19,2024,Q3,9,September,2024-Sep,38,4,Thursday,0,FY2025
20240920,2024-09-20,2024,Q3,9,September,2024-Sep,38,5,Friday,0,FY2025
20240921,2024-09-21,2024,Q3,9,September,2024-Sep,38,6,Saturday,1,FY2025
20240922,2024-09-22,2024,Q3,9,September,2024-Sep,38,7,Sunday,1,FY2025
20240923,2024-09-23,2024,Q3,9,September,2024-Sep,39,1,Monday,0,FY2025
20240924,2024-09-24,2024,Q3,9,September,2024-Sep,39,2,Tuesday,0,FY2025
20240925,2024-09-25,2024,Q3,9,September,2024-Sep,39,3,Wednesday,0,FY2025
20240926,2024-09-26,2024,Q3,9,September,2024-Sep,39,4,Thursday,0,FY2025
20240927,2024-09-27,2024,Q3,9,September,2024-Sep,39,5,Friday,0,FY2025
20240928,2024-09-28,2024,Q3,9,September,2024-Sep,39,6,Saturday,1,FY2025
20240929,2024-09-29,2024,Q3,9,September,2024-Sep,39,7,Sunday,1,FY2025
20240930,2024-09-30,2024,Q3,9,September,2024-Sep,40,1,Monday,0,FY2025
20241001,2024-10-01,2024,Q4,10,October,2024-Oct,40,2,Tuesday,0,FY2025
20241002,2024-10-02,2024,Q4,10,October,2024-Oct,40,3,Wednesday,0,FY2025
20241003,2024-10-03,2024,Q4,10,October,2024-Oct,40,4,Thursday,0,FY2025
20241004,2024-10-04,2024,Q4,10,October,2024-Oct,40,5,Friday,0,FY2025
20241005,2024-10-05,2024,Q4,10,October,2024-Oct,40,6,Saturday,1,FY2025
20241006,2024-10-06,2024,Q4,10,October,2024-Oct,40,7,Sunday,1,FY2025
20241007,2024-10-07,2024,Q4,10,October,2024-Oct,41,1,Monday,0,FY2025
20241008,2024-10-08,2024,Q4,10,October,2024-Oct,41,2,Tuesday,0,FY2025
20241009,2024-10-09,2024,Q4,10,October,2024-Oct,41,3,Wednesday,0,FY2025
20241010,2024-10-10,2024,Q4,10,October,2024-Oct,41,4,Thursday,0,FY2025
20241011,2024-10-11,2024,Q4,10,October,2024-Oct,41,5,Friday,0,FY2025
20241012,2024-10-12,2024,Q4,10,October,2024-Oct,41,6,Saturday,1,FY2025
20241013,2024-10-13,2024,Q4,10,October,2024-Oct,41,7,Sunday,1,FY2025
20241014,2024-10-14,2024,Q4,10,October,2024-Oct,42,1,Monday,0,FY2025
20241015,2024-10-15,2024,Q4,10,October,2024-Oct,42,2,Tuesday,0,FY2025
20241016,2024-10-16,2024,Q4,10,October,2024-Oct,42,3,Wednesday,0,FY2025
20241017,2024-10-17,2024,Q4,10,October,2024-Oct,42,4,Thursday,0,FY2025
20241018,2024-10-18,2024,Q4,10,October,2024-Oct,42,5,Friday,0,FY2025
20241019,2024-10-19,2024,Q4,10,October,2024-Oct,42,6,Saturday,1,FY2025
20241020,2024-10-20,2024,Q4,10,October,2024-Oct,42,7,Sunday,1,FY2025
20241021,2024-10-21,2024,Q4,10,October,2024-Oct,43,1,Monday,0,FY2025
20241022,2024-10-22,2024,Q4,10,October,2024-Oct,43,2,Tuesday,0,FY2025
20241023,2024-10-23,2024,Q4,10,October,2024-Oct,43,3,Wednesday,0,FY2025
20241024,2024-10-24,2024,Q4,10,October,2024-Oct,43,4,Thursday,0,FY2025
20241025,2024-10-25,2024,Q4,10,October,2024-Oct,43,5,Friday,0,FY2025
20241026,2024-10-26,2024,Q4,10,October,2024-Oct,43,6,Saturday,1,FY2025
20241027,2024-10-27,2024,Q4,10,October,2024-Oct,43,7,Sunday,1,FY2025
20241028,2024-10-28,2024,Q4,10,October,2024-Oct,44,1,Monday,0,FY2025
20241029,2024-10-29,2024,Q4,10,October,2024-Oct,44,2,Tuesday,0,FY2025
20241030,2024-10-30,2024,Q4,10,October,2024-Oct,44,3,Wednesday,0,FY2025
20241031,2024-10-31,2024,Q4,10,October,2024-Oct,44,4,Thursday,0,FY2025
20241101,2024-11-01,2024,Q4,11,November,2024-Nov,44,5,Friday,0,FY2025
20241102,2024-11-02,2024,Q4,11,November,2024-Nov,44,6,Saturday,1,FY2025
20241103,2024-11-03,2024,Q4,11,November,2024-Nov,44,7,Sunday,1,FY2025
20241104,2024-11-04,2024,Q4,11,November,2024-Nov,45,1,Monday,0,FY2025
20241105,2024-11-05,2024,Q4,11,November,2024-Nov,45,2,Tuesday,0,FY2025
20241106,2024-11-06,2024,Q4,11,November,2024-Nov,45,3,Wednesday,0,FY2025
20241107,2024-11-07,2024,Q4,11,November,2024-Nov,45,4,Thursday,0,FY2025
20241108,2024-11-08,2024,Q4,11,November,2024-Nov,45,5,Friday,0,FY2025
20241109,2024-11-09,2024,Q4,11,November,2024-Nov,45,6,Saturday,1,FY2025
20241110,2024-11-10,2024,Q4,11,November,2024-Nov,45,7,Sunday,1,FY2025
20241111,2024-11-11,2024,Q4,11,November,2024-Nov,46,1,Monday,0,FY2025
20241112,2024-11-12,2024,Q4,11,November,2024-Nov,46,2,Tuesday,0,FY2025
20241113,2024-11-13,2024,Q4,11,November,2024-Nov,46,3,Wednesday,0,FY2025
20241114,2024-11-14,2024,Q4,11,November,2024-Nov,46,4,Thursday,0,FY2025
20241115,2024-11-15,2024,Q4,11,November,2024-Nov,46,5,Friday,0,FY2025
20241116,2024-11-16,2024,Q4,11,November,2024-Nov,46,6,Saturday,1,FY2025
20241117,2024-11-17,2024,Q4,11,November,2024-Nov,46,7,Sunday,1,FY2025
20241118,2024-11-18,2024,Q4,11,November,2024-Nov,47,1,Monday,0,FY2025
20241119,2024-11-19,2024,Q4,11,November,2024-Nov,47,2,Tuesday,0,FY2025
20241120,2024-11-20,2024,Q4,11,November,2024-Nov,47,3,Wednesday,0,FY2025
20241121,2024-11-21,2024,Q4,11,November,2024-Nov,47,4,Thursday,0,FY2025
20241122,2024-11-22,2024,Q4,11,November,2024-Nov,47,5,Friday,0,FY2025
20241123,2024-11-23,2024,Q4,11,November,2024-Nov,47,6,Saturday,1,FY2025
20241124,2024-11-24,2024,Q4,11,November,2024-Nov,47,7,Sunday,1,FY2025
20241125,2024-11-25,2024,Q4,11,November,2024-Nov,48,1,Monday,0,FY2025
20241126,2024-11-26,2024,Q4,11,November,2024-Nov,48,2,Tuesday,0,FY2025
20241127,2024-11-27,2024,Q4,11,November,2024-Nov,48,3,Wednesday,0,FY2025
20241128,2024-11-28,2024,Q4,11,November,2024-Nov,48,4,Thursday,0,FY2025
20241129,2024-11-29,2024,Q4,11,November,2024-Nov,48,5,Friday,0,FY2025
20241130,2024-11-30,2024,Q4,11,November,2024-Nov,48,6,Saturday,1,FY2025
20241201,2024-12-01,2024,Q4,12,December,2024-Dec,48,7,Sunday,1,FY2025
20241202,2024-12-02,2024,Q4,12,December,2024-Dec,49,1,Monday,0,FY2025
20241203,2024-12-03,2024,Q4,12,December,2024-Dec,49,2,Tuesday,0,FY2025
20241204,2024-12-04,2024,Q4,12,December,2024-Dec,49,3,Wednesday,0,FY2025
20241205,2024-12-05,2024,Q4,12,December,2024-Dec,49,4,Thursday,0,FY2025
20241206,2024-12-06,2024,Q4,12,December,2024-Dec,49,5,Friday,0,FY2025
20241207,2024-12-07,2024,Q4,12,December,2024-Dec,49,6,Saturday,1,FY2025
20241208,2024-12-08,2024,Q4,12,December,2024-Dec,49,7,Sunday,1,FY2025
20241209,2024-12-09,2024,Q4,12,December,2024-Dec,50,1,Monday,0,FY2025
20241210,2024-12-10,2024,Q4,12,December,2024-Dec,50,2,Tuesday,0,FY2025
20241211,2024-12-11,2024,Q4,12,December,2024-Dec,50,3,Wednesday,0,FY2025
20241212,2024-12-12,2024,Q4,12,December,2024-Dec,50,4,Thursday,0,FY2025
20241213,2024-12-13,2024,Q4,12,December,2024-Dec,50,5,Friday,0,FY2025
20241214,2024-12-14,2024,Q4,12,December,2024-Dec,50,6,Saturday,1,FY2025
20241215,2024-12-15,2024,Q4,12,December,2024-Dec,50,7,Sunday,1,FY2025
20241216,2024-12-16,2024,Q4,12,December,2024-Dec,51,1,Monday,0,FY2025
20241217,2024-12-17,2024,Q4,12,December,2024-Dec,51,2,Tuesday,0,FY2025
20241218,2024-12-18,2024,Q4,12,December,2024-Dec,51,3,Wednesday,0,FY2025
20241219,2024-12-19,2024,Q4,12,December,2024-Dec,51,4,Thursday,0,FY2025
20241220,2024-12-20,2024,Q4,12,December,2024-Dec,51,5,Friday,0,FY2025
20241221,2024-12-21,2024,Q4,12,December,2024-Dec,51,6,Saturday,1,FY2025
20241222,2024-12-22,2024,Q4,12,December,2024-Dec,51,7,Sunday,1,FY2025
20241223,2024-12-23,2024,Q4,12,December,2024-Dec,52,1,Monday,0,FY2025
20241224,2024-12-24,2024,Q4,12,December,2024-Dec,52,2,Tuesday,0,FY2025
20241225,2024-12-25,2024,Q4,12,December,2024-Dec,52,3,Wednesday,0,FY2025
20241226,2024-12-26,2024,Q4,12,December,2024-Dec,52,4,Thursday,0,FY2025
20241227,2024-12-27,2024,Q4,12,December,2024-Dec,52,5,Friday,0,FY2025
20241228,2024-12-28,2024,Q4,12,December,2024-Dec,52,6,Saturday,1,FY2025
20241229,2024-12-29,2024,Q4,12,December,2024-Dec,52,7,Sunday,1,FY2025
20241230,2024-12-30,2024,Q4,12,December,2024-Dec,1,1,Monday,0,FY2025
20241231,2024-12-31,2024,Q4,12,December,2024-Dec,1,2,Tuesday,0,FY2025
